timestamp,sensor_id,machine_id,metric_type,metric_value,unit
2026-07-21T13:45:45.403191,SNS-102,EQP-BLD-01,temperature,70.33,C
2026-07-21T14:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.07,mm/s
2026-07-21T14:25:45.403191,SNS-301,EQP-CMP-01,energy,117.99,kWh
2026-07-21T14:45:45.403191,SNS-101,EQP-BLD-01,temperature,63.65,C
2026-07-21T15:05:45.403191,SNS-102,EQP-PMP-02,vibration,1.95,mm/s
2026-07-21T15:25:45.403191,SNS-201,EQP-CMP-01,energy,126.0,kWh
2026-07-21T15:45:45.403191,SNS-301,EQP-BLD-01,temperature,61.96,C
2026-07-21T16:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.35,mm/s
2026-07-21T16:25:45.403191,SNS-102,EQP-CMP-01,energy,122.78,kWh
2026-07-21T16:45:45.403191,SNS-201,EQP-BLD-01,temperature,68.72,C
2026-07-21T17:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.89,mm/s
2026-07-21T17:25:45.403191,SNS-101,EQP-CMP-01,energy,114.84,kWh
2026-07-21T17:45:45.403191,SNS-102,EQP-BLD-01,temperature,71.8,C
2026-07-21T18:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.01,mm/s
2026-07-21T18:25:45.403191,SNS-301,EQP-CMP-01,energy,121.6,kWh
2026-07-21T18:45:45.403191,SNS-101,EQP-BLD-01,temperature,68.35,C
2026-07-21T19:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.0,mm/s
2026-07-21T19:25:45.403191,SNS-201,EQP-CMP-01,energy,109.97,kWh
2026-07-21T19:45:45.403191,SNS-301,EQP-BLD-01,temperature,58.96,C
2026-07-21T20:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.23,mm/s
2026-07-21T20:25:45.403191,SNS-102,EQP-CMP-01,energy,126.14,kWh
2026-07-21T20:45:45.403191,SNS-201,EQP-BLD-01,temperature,60.5,C
2026-07-21T21:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.94,mm/s
2026-07-21T21:25:45.403191,SNS-101,EQP-CMP-01,energy,116.97,kWh
2026-07-21T21:45:45.403191,SNS-102,EQP-BLD-01,temperature,61.23,C
2026-07-21T22:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.33,mm/s
2026-07-21T22:25:45.403191,SNS-301,EQP-CMP-01,energy,118.36,kWh
2026-07-21T22:45:45.403191,SNS-101,EQP-BLD-01,temperature,62.9,C
2026-07-21T23:05:45.403191,SNS-102,EQP-PMP-02,vibration,3.05,mm/s
2026-07-21T23:25:45.403191,SNS-201,EQP-CMP-01,energy,115.97,kWh
2026-07-21T23:45:45.403191,SNS-301,EQP-BLD-01,temperature,68.21,C
2026-07-22T00:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.79,mm/s
2026-07-22T00:25:45.403191,SNS-102,EQP-CMP-01,energy,119.09,kWh
2026-07-22T00:45:45.403191,SNS-201,EQP-BLD-01,temperature,64.54,C
2026-07-22T01:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.53,mm/s
2026-07-22T01:25:45.403191,SNS-101,EQP-CMP-01,energy,128.56,kWh
2026-07-22T01:45:45.403191,SNS-102,EQP-BLD-01,temperature,60.99,C
2026-07-22T02:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.06,mm/s
2026-07-22T02:25:45.403191,SNS-301,EQP-CMP-01,energy,109.08,kWh
2026-07-22T02:45:45.403191,SNS-101,EQP-BLD-01,temperature,67.34,C
2026-07-22T03:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.45,mm/s
2026-07-22T03:25:45.403191,SNS-201,EQP-CMP-01,energy,112.28,kWh
2026-07-22T03:45:45.403191,SNS-301,EQP-BLD-01,temperature,60.68,C
2026-07-22T04:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.85,mm/s
2026-07-22T04:25:45.403191,SNS-102,EQP-CMP-01,energy,130.19,kWh
2026-07-22T04:45:45.403191,SNS-201,EQP-BLD-01,temperature,68.05,C
2026-07-22T05:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.73,mm/s
2026-07-22T05:25:45.403191,SNS-101,EQP-CMP-01,energy,123.63,kWh
2026-07-22T05:45:45.403191,SNS-102,EQP-BLD-01,temperature,65.25,C
2026-07-22T06:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.46,mm/s
2026-07-22T06:25:45.403191,SNS-301,EQP-CMP-01,energy,116.84,kWh
2026-07-22T06:45:45.403191,SNS-101,EQP-BLD-01,temperature,65.95,C
2026-07-22T07:05:45.403191,SNS-102,EQP-PMP-02,vibration,1.91,mm/s
2026-07-22T07:25:45.403191,SNS-201,EQP-CMP-01,energy,130.82,kWh
2026-07-22T07:45:45.403191,SNS-301,EQP-BLD-01,temperature,60.02,C
2026-07-22T08:05:45.403191,SNS-101,EQP-PMP-02,vibration,1.91,mm/s
2026-07-22T08:25:45.403191,SNS-102,EQP-CMP-01,energy,118.4,kWh
2026-07-22T08:45:45.403191,SNS-201,EQP-BLD-01,temperature,65.57,C
2026-07-22T09:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.2,mm/s
2026-07-22T09:25:45.403191,SNS-101,EQP-CMP-01,energy,114.77,kWh
2026-07-22T09:45:45.403191,SNS-102,EQP-BLD-01,temperature,62.0,C
2026-07-22T10:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.06,mm/s
2026-07-22T10:25:45.403191,SNS-301,EQP-CMP-01,energy,107.61,kWh
2026-07-22T10:45:45.403191,SNS-101,EQP-BLD-01,temperature,61.75,C
2026-07-22T11:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.22,mm/s
2026-07-22T11:25:45.403191,SNS-201,EQP-CMP-01,energy,122.91,kWh
2026-07-22T11:45:45.403191,SNS-301,EQP-BLD-01,temperature,64.5,C
2026-07-22T12:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.94,mm/s
2026-07-22T12:25:45.403191,SNS-102,EQP-CMP-01,energy,115.22,kWh
2026-07-22T12:45:45.403191,SNS-201,EQP-BLD-01,temperature,58.92,C
2026-07-22T13:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.31,mm/s
2026-07-22T13:25:45.403191,SNS-101,EQP-CMP-01,energy,111.07,kWh
2026-07-22T13:45:45.403191,SNS-102,EQP-BLD-01,temperature,65.74,C
2026-07-22T14:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.04,mm/s
2026-07-22T14:25:45.403191,SNS-301,EQP-CMP-01,energy,118.29,kWh
2026-07-22T14:45:45.403191,SNS-101,EQP-BLD-01,temperature,63.96,C
2026-07-22T15:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.92,mm/s
2026-07-22T15:25:45.403191,SNS-201,EQP-CMP-01,energy,126.91,kWh
2026-07-22T15:45:45.403191,SNS-301,EQP-BLD-01,temperature,62.06,C
2026-07-22T16:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.71,mm/s
2026-07-22T16:25:45.403191,SNS-102,EQP-CMP-01,energy,107.75,kWh
2026-07-22T16:45:45.403191,SNS-201,EQP-BLD-01,temperature,65.63,C
2026-07-22T17:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.0,mm/s
2026-07-22T17:25:45.403191,SNS-101,EQP-CMP-01,energy,110.17,kWh
2026-07-22T17:45:45.403191,SNS-102,EQP-BLD-01,temperature,64.48,C
2026-07-22T18:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.96,mm/s
2026-07-22T18:25:45.403191,SNS-301,EQP-CMP-01,energy,122.96,kWh
2026-07-22T18:45:45.403191,SNS-101,EQP-BLD-01,temperature,72.14,C
2026-07-22T19:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.5,mm/s
2026-07-22T19:25:45.403191,SNS-201,EQP-CMP-01,energy,120.65,kWh
2026-07-22T19:45:45.403191,SNS-301,EQP-BLD-01,temperature,69.94,C
2026-07-22T20:05:45.403191,SNS-101,EQP-PMP-02,vibration,1.92,mm/s
2026-07-22T20:25:45.403191,SNS-102,EQP-CMP-01,energy,123.47,kWh
2026-07-22T20:45:45.403191,SNS-201,EQP-BLD-01,temperature,70.82,C
2026-07-22T21:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.23,mm/s
2026-07-22T21:25:45.403191,SNS-101,EQP-CMP-01,energy,113.66,kWh
2026-07-22T21:45:45.403191,SNS-102,EQP-BLD-01,temperature,63.07,C
2026-07-22T22:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.01,mm/s
2026-07-22T22:25:45.403191,SNS-301,EQP-CMP-01,energy,113.08,kWh
2026-07-22T22:45:45.403191,SNS-101,EQP-BLD-01,temperature,63.3,C
2026-07-22T23:05:45.403191,SNS-102,EQP-PMP-02,vibration,3.0,mm/s
2026-07-22T23:25:45.403191,SNS-201,EQP-CMP-01,energy,126.83,kWh
2026-07-22T23:45:45.403191,SNS-301,EQP-BLD-01,temperature,60.58,C
2026-07-23T00:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.86,mm/s
2026-07-23T00:25:45.403191,SNS-102,EQP-CMP-01,energy,108.96,kWh
2026-07-23T00:45:45.403191,SNS-201,EQP-BLD-01,temperature,59.2,C
2026-07-23T01:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.08,mm/s
2026-07-23T01:25:45.403191,SNS-101,EQP-CMP-01,energy,127.26,kWh
2026-07-23T01:45:45.403191,SNS-102,EQP-BLD-01,temperature,67.23,C
2026-07-23T02:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.64,mm/s
2026-07-23T02:25:45.403191,SNS-301,EQP-CMP-01,energy,122.16,kWh
2026-07-23T02:45:45.403191,SNS-101,EQP-BLD-01,temperature,71.95,C
2026-07-23T03:05:45.403191,SNS-102,EQP-PMP-02,vibration,1.96,mm/s
2026-07-23T03:25:45.403191,SNS-201,EQP-CMP-01,energy,112.53,kWh
2026-07-23T03:45:45.403191,SNS-301,EQP-BLD-01,temperature,68.52,C
2026-07-23T04:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.8,mm/s
2026-07-23T04:25:45.403191,SNS-102,EQP-CMP-01,energy,129.84,kWh
2026-07-23T04:45:45.403191,SNS-201,EQP-BLD-01,temperature,69.63,C
2026-07-23T05:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.86,mm/s
2026-07-23T05:25:45.403191,SNS-101,EQP-CMP-01,energy,127.64,kWh
2026-07-23T05:45:45.403191,SNS-102,EQP-BLD-01,temperature,71.89,C
2026-07-23T06:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.73,mm/s
2026-07-23T06:25:45.403191,SNS-301,EQP-CMP-01,energy,123.63,kWh
2026-07-23T06:45:45.403191,SNS-101,EQP-BLD-01,temperature,60.57,C
2026-07-23T07:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.68,mm/s
2026-07-23T07:25:45.403191,SNS-201,EQP-CMP-01,energy,128.97,kWh
2026-07-23T07:45:45.403191,SNS-301,EQP-BLD-01,temperature,65.65,C
2026-07-23T08:05:45.403191,SNS-101,EQP-PMP-02,vibration,1.94,mm/s
2026-07-23T08:25:45.403191,SNS-102,EQP-CMP-01,energy,127.76,kWh
2026-07-23T08:45:45.403191,SNS-201,EQP-BLD-01,temperature,67.14,C
2026-07-23T09:05:45.403191,SNS-301,EQP-PMP-02,vibration,3.07,mm/s
2026-07-23T09:25:45.403191,SNS-101,EQP-CMP-01,energy,117.35,kWh
2026-07-23T09:45:45.403191,SNS-102,EQP-BLD-01,temperature,67.66,C
2026-07-23T10:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.07,mm/s
2026-07-23T10:25:45.403191,SNS-301,EQP-CMP-01,energy,132.14,kWh
2026-07-23T10:45:45.403191,SNS-101,EQP-BLD-01,temperature,59.5,C
2026-07-23T11:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.53,mm/s
2026-07-23T11:25:45.403191,SNS-201,EQP-CMP-01,energy,119.55,kWh
2026-07-23T11:45:45.403191,SNS-301,EQP-BLD-01,temperature,59.87,C
2026-07-23T12:05:45.403191,SNS-101,EQP-PMP-02,vibration,1.96,mm/s
2026-07-23T12:25:45.403191,SNS-102,EQP-CMP-01,energy,127.56,kWh
2026-07-23T12:45:45.403191,SNS-201,EQP-BLD-01,temperature,59.93,C
2026-07-23T13:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.86,mm/s
2026-07-23T13:25:45.403191,SNS-101,EQP-CMP-01,energy,110.91,kWh
2026-07-23T13:45:45.403191,SNS-102,EQP-BLD-01,temperature,64.52,C
2026-07-23T14:05:45.403191,SNS-201,EQP-PMP-02,vibration,1.99,mm/s
2026-07-23T14:25:45.403191,SNS-301,EQP-CMP-01,energy,123.31,kWh
2026-07-23T14:45:45.403191,SNS-101,EQP-BLD-01,temperature,60.98,C
2026-07-23T15:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.08,mm/s
2026-07-23T15:25:45.403191,SNS-201,EQP-CMP-01,energy,118.92,kWh
2026-07-23T15:45:45.403191,SNS-301,EQP-BLD-01,temperature,64.76,C
2026-07-23T16:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.06,mm/s
2026-07-23T16:25:45.403191,SNS-102,EQP-CMP-01,energy,119.65,kWh
2026-07-23T16:45:45.403191,SNS-201,EQP-BLD-01,temperature,58.94,C
2026-07-23T17:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.77,mm/s
2026-07-23T17:25:45.403191,SNS-101,EQP-CMP-01,energy,131.0,kWh
2026-07-23T17:45:45.403191,SNS-102,EQP-BLD-01,temperature,64.57,C
2026-07-23T18:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.4,mm/s
2026-07-23T18:25:45.403191,SNS-301,EQP-CMP-01,energy,108.86,kWh
2026-07-23T18:45:45.403191,SNS-101,EQP-BLD-01,temperature,60.15,C
2026-07-23T19:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.28,mm/s
2026-07-23T19:25:45.403191,SNS-201,EQP-CMP-01,energy,113.96,kWh
2026-07-23T19:45:45.403191,SNS-301,EQP-BLD-01,temperature,62.2,C
2026-07-23T20:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.41,mm/s
2026-07-23T20:25:45.403191,SNS-102,EQP-CMP-01,energy,114.53,kWh
2026-07-23T20:45:45.403191,SNS-201,EQP-BLD-01,temperature,65.84,C
2026-07-23T21:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.76,mm/s
2026-07-23T21:25:45.403191,SNS-101,EQP-CMP-01,energy,132.09,kWh
2026-07-23T21:45:45.403191,SNS-102,EQP-BLD-01,temperature,61.69,C
2026-07-23T22:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.69,mm/s
2026-07-23T22:25:45.403191,SNS-301,EQP-CMP-01,energy,121.73,kWh
2026-07-23T22:45:45.403191,SNS-101,EQP-BLD-01,temperature,65.94,C
2026-07-23T23:05:45.403191,SNS-102,EQP-PMP-02,vibration,3.04,mm/s
2026-07-23T23:25:45.403191,SNS-201,EQP-CMP-01,energy,121.72,kWh
2026-07-23T23:45:45.403191,SNS-301,EQP-BLD-01,temperature,66.56,C
2026-07-24T00:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.75,mm/s
2026-07-24T00:25:45.403191,SNS-102,EQP-CMP-01,energy,122.55,kWh
2026-07-24T00:45:45.403191,SNS-201,EQP-BLD-01,temperature,72.35,C
2026-07-24T01:05:45.403191,SNS-301,EQP-PMP-02,vibration,3.07,mm/s
